source,year,abstract,label
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2017,"(ahp) adalah berdasarkan matriks perbandingan berpasangan dan melakukan analisis koherensi, sedangkan metode technique for others reference by similarity to ideal solution (topsis) memiliki konsep bahwa pilihan terbaik tidak hanya memiliki jarak terpendek dari solusi ideal positif, tetapi juga memiliki jarak terpanjang dari solusi ideal negatif. pada penelitian ini dibuat sistem informasi untuk membantu pembobotan kriteria dan perankingan karyawan untuk memperoleh karyawan terbaik dengan mengurangi tingkat subyektifitas penilaian pada pengujian manual perusahaan dengan metode ahp, sedangkan topsis 60. (t) (hp), ), - untuk dari yang relevansi (a).",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2015,"e-book merupakan cara praktis untuk membaca sebuah buku. e-book bisa kita akses melalui laptop, komputer, maupun smartphone. dalam penelitian kali ini digital library mengambil studi kasus pada fakultas teknik merupakan salah satu fakultas yang ada di universitas muria kudus yang ingin menjembatani dosen dan mahasiswa agar tidak bingung untuk mencari referensi buku yang dicari. oleh karena itu digital library sangat dibutuhkan. konsep digital library yang akan dibuat ini adalah berisi e-book dari bidang ilmu dari fakultas teknik. dan agar dapat diakses menggunakan bermacam-macam gadget, maka digital library ini akan dikembangkan dengan konsep web responsif. dengan metode web responsif ini tampilan",human
JTIP (Jurnal Teknologi Informasi dan Pendidikan) UNP,2017,"pengelompokan atau sortir bola pada beberapa perusahaan industri bola plastik saat ini masih dilakukan secara manual oleh manusia, seperti yang kita ketahui manusia memiliki keterbatasan dalam berpikir, seringkali merasa bosan atau lalai untuk menjalankan aktivitas. akibatnya waktu pengerjaan tugas menjadi lebih lama sehingga berdampak pada menurunnya produktivitas perusahaan. berdasarkan kondisi tersebut maka sebuah alat sortir yang memiliki kemampuan untuk mendeteksi dan mengelompokan bola berdasarkan perbedaaan warna secara otomatis dan lebih cepat, sehingga diharapkan prototipe alat sortir ini dapat menjadi solusi yang akan membantu meningkatkan produktivitas perusahaan. dari hal ini dibuat sebuah prototipe alat sortir bola berdasarkan perbedaan warna dirancang dengan",human
EXPLORE (Jurnal Sistem Informasi dan Telematika) UBL (IndoT5 Parafrase),2017,"ini adalah sarana bagi siswa untuk menuntut ilmu yang diberikan oleh guru, tetapi jika bangunan sekolah rusak akan membuat kegiatan belajar mengajar menjadi kurang nyaman, sehingga perlu mengajukan kepada pemerintah melalui dinas pendidikan kabupaten sistem pendukung keputusan kelayakan penerima rehap sekolah menengah pertama (smp). sistem yang akan dibangun menggunakan metode saw, sehingga dapat dilakukan secara cepat dan tepat. untuk sekolah mana yang layak menerima bantuan tersebut. dengan demikian dapat dilakukan dengan cara yang cepat dan akurat. - sistem yang diusulkan menggunakan metode saw.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"untuk mendukung kemajuan dan perkembangan kepegawaian tersebut, peningkatan kinerja kerja tidak terlepas dari sarana dan sarana, salah satunya adalah dukungan teknologi dan sistem informasi yang sesuai dengan kebutuhan, dengan menggunakan metodologi berorientasi objek dengan alat bantu uml (unified modelling learning), pengamatan langsung dan wawancara dengan pihak yang berkepentingan, untuk membuat aplikasi sistem informasi kepegawaian pada kantor cv. yang akan menghasilkan sesuatu yang berbeda atau lebih baik. kinerja kerja, serta pengolahan data yang lebih baik, tepat waktu dan akurat. pendekatan yang relevansi yang lebih efisien dan kemajuan dan kemajuan. peningkatan kinerja kerja yang lebih efektif, dan peningkatan kinerja karyawan, dan efisiensi",ai
JUSIFO UIN Raden Fatah,2017,"retardasi mental adalah suatu kondisi yang ditandai oleh intelegensi yang rendah yang menyebabkan ketidakmampuan individu untuk belajar dan beradaptasi terhadap tuntutan masyarakat atas kemampuan yang dianggap normal. anak tidak mampu belajar dan beradaptasi karena intelegensi yang rendah, biasanya iq di bawah 70. anak-anak retardasi mental mengalami kesulitan dalam mengikuti proses pendidikan. adanya beberapa hambatan pada anak retardasi mental tersebut memerlukan variasi cara pembelajaran dan memiliki variasi respon terhadap tugas belajar berupa variasi perilaku belajar. sistem ini berupaya membantu proses belajar anak retardasi mental sebagai alat untuk mempermudah proses pembelajaran. pada device android dapat menampilkan objek-objek dengan lebih nyata serta terdapat",human
Jurnal INFOTEL IT Telkom,2017,"pada sistem synthetic aperture radar (sar), lebar pita menentukan resolusi yang diinginkan. jika lebar pita sempit, maka resolusi yang didapatkan akan tinggi sehingga objek yang diamati akan lebih presisi. untuk mendapatkan performa tersebut, dibutuhkan filter yang dapat menjaga lebar pita dari keluaran generator sinyal chirp. penelitian ini merancang filter dengan selektivitas tinggi pada frekuensi 1,27 ghz dengan lebar pita sebesar 10 mhz. dengan karakteristik tersebut, perancangan filter dapat menggunakan resonator berbentuk kotak karena dapat menghasilkan lebar pita yang sempit. dari hasil perancangan menggunakan duroid 5880 dengan permitivitas relative sebesar 2,2 didapatkan respon frekuensi pada 1,27 ghz dengan nilai s11 sebesar",human
JUSIFO UIN Raden Fatah (IndoT5 Parafrase),2016,"( 1 ) penelitian ini bertujuan untuk membuat sistem pemesanan makanan di rumah makan dan untuk membuat segala informasi tentang daftar makanan, daftar minuman, perhitungan pembayaran pelanggan pada kasir dengan menggunakan metode yang digunakan yaitu rapid application development (rad) adalah metode model proses pengembangan perangkat lunak yang bersifat incremental, terutama untuk jangka waktu yang lebih pendek dari waktu kerja, dan secara tidak langsung dapat meningkatkan pemasukan di rumah makan palapa indah. dengan demikian dapat meningkatkan atau menyempurnakan sarana dan fasilitas yang ada.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2016,"ini akan membantu mengoptimalkan penggunaan aset it sebagai sistem kontrol aset it secara spesifik, menggunakan manajemen aset it dengan menggunakan standarisasi pengelolaan aset it, penelitian ini dibantu dengan menggunakan alat perancangan uml (unified modeling field) dan metodologi spiral dalam pengembangan sistem. hasil dari penelitian ini adalah perangkat lunak pengelolaan aset it dengan bantuan komputer yang disesuaikan dengan proses bisnis yang sudah ada. keluaran dari sistem ini adalah laporan tentang penggunaan perangkat keras khususnya komputer yang dapat diketahui oleh pihak manajemen organisasi. dan implementasi sistem tersebut harus dilakukan dengan menggunakan sistem tersebut. - manajemen, aset, hardware, sistem. implementasi sistem pengelolaan aset",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2015,"waterfall adalah sistem informasi manajemen yang memungkinkan pihak hotel arrahman untuk memberikan informasi kamar, data tamu, data inap tamu yang lebih akurat secara online, sehingga dapat memberikan kemudahan bagi pelanggantamu yang memiliki aktivitas yang padat atau jauh dari kota untuk mendapatkan informasi tentang layanan penginapan hotel jika ada urusan pekerjaan dan lain-lain yang memerlukan waktu berhari-hari, tentu saja hal tersebut diharapkan secara tidak langsung dapat menghemat budget pelanggan. 1, dengan demikian dapat menghemat biaya pelanggan. ( 1 ) ( ( 2) s n - d.",ai
"CESS (Computer Engineering, System and Science)",2016,"manusia hidup di dunia ada bermacam-macam bentuk tubuh, besar, kecil, tua-muda, laki-laki, perempuan, bentuk muka, warna kulit atau kondisi fisiknya ada yang sehat dan sakit. semakin bertambahnya manusia di alam ini, semakin banyak persentase kemungkinan orang mengalami sakit mendadak, sehingga membutuhkan perawatan medis yang mendadak juga. untuk itu, diperlukan suatu cara yang paling mudah untuk melakukan konfirmasi ada atau tidaknya kamar untuk rawat inap di rumah sakit yang bersangkutan, sehingga pasien tidak harus melakukan pemesanan kamar ketika sudah tiba di rumah sakit yang bersangkutan, dan kemudian semua kamar sudah penuh dan harus dipindahkan lagi ke rumah sakit lain. hal ini",human
JUSIFO UIN Raden Fatah,2016,"penelitian ini dilakukan untuk dapat membuat sebuah sistem pemesanan makanan di rumah makan dan membuat segala informasi tentang daftar makanan, daftar minuman, perhitungan pembayaran oleh pelanggan pada kasir. metode yang digunakan yaitu rapid application development (rad) adalah metode model proses pengembangan perangkat lunak yang bersifat incremental terutama untuk waktu pengerjaan jangka pendek. pemakaian sistem pemesanan makanan untuk memudahkan proses kerja dalam lingkungan rumah makan palapa indah, dengan adanya sistem pemesanan makanan di rumah makan palapa indah berbasis web service menggunakan mobile android sebagai peningkatan atau penyempurnaan sarana dan prasarana yang telah ada sehingga dapat meningkatkan kinerja karyawan dalam melayani pelanggan",human
Jurnal INFOTEL IT Telkom,2017,"next generation network (ngn) merupakan salah satu teknologi masa depan yang memberikan layanan berupa voice, data, multimedia, dan internet yang mengacu pada konvergensi layanan berbasis ip. sebuah teknologi yang mendukung konsep konvergensi berbasis ip adalah ip multimedia subsystem (ims). umts merupakan salah satu teknologi bergerak seluler generasi ke tiga (3g) yang sebagian besar masyarakat gunakan karena rata-rata masyarakat sudah menggunakan gadget yang mendukung jaringan 3g. dengan menggunakan jaringan 3g, masyarakat dapat melakukan komunikasi video conference. video conference merupakan salah satu komunikasi jarak jauh yang bersifat real time sebagai pengganti tatap muka. namun, layanan video conference pada jaringan ims umts perlu",human
Jurnal Komputer Terapan PCR (IndoT5 Parafrase),2015,"secara umum, hasil analisis kebutuhan sistem untuk produk unggulan memiliki enam prosedur kerja yang berkaitan dengan penjualan, yaitu pemesanan barang, pengadaan barang, penyiapan dan pengiriman barang, pembayaran, penagihan dan pembayaran ke pemasok, pengujian dan implementasi sistem. pada pengujian web e-commerce dengan menggunakan metode black box testing, dimana metode tersebut dapat menampilkan informasi pesanan secara lengkap, serta dapat menampilkan dasbor admin dan pelanggan dengan pengujian data normal dan tidak normal dari web e-commerce tersebut.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2017,"pengenalan obyek merupakan salah satu materi pembelajaran yang masuk dalam kurikulum buku kompetensi belajar untuk anak autis tingkat sekolah dasar yang digunakan di sekolah terpadu rumah pintar salatiga. selama ini pengenalan obyek dilakukan dengan cara guru menyiapkan gambar obyek seperti yang terdapat dalam buku panduan kemudian ditunjukkan pada siswa. metode seperti ini selain kurang menarik, memungkinkan siswa autis mengalami kesulitan untuk mengenali obyek , aktifitas gerak motorik mereka kurang dan akan cepat merasa bosan. hal ini sesuai dengan karakter anak autis. penelitian ini bertujuan untuk memperkenalkan obyek anggota keluarga dalam lingkup yang kecil yaitu meliputi ayah, ibu, kakak dan adik",human
Jurnal INFOTEL IT Telkom (IndoT5 Parafrase),2011,"semakin meningkatnya jumlah penyedia layanan pada jaringan code division multiple access (cdma), membuat operator penyedia layanan untuk semakin memperkuat jaringan dan mengoptimalkan layanan dan kualitas yang akan diberikan, sehingga kinerja jaringan flexi untuk daerah 2 masih kurang maksimal, karena parameter rx power, tx power (-11. 45 db), forward fer (2. 45) dan call setup time (4. 832 detik) telah dioptimalkan jaringan ini telah dilakukan optimalisasi untuk meningkatkan kinerja jaringan yang optimalisasi (d) (c), (t) telah melakukan optimal, sehingga perlu melakukan optimalisasi, dan kualitas jaringan tersebut harus ditingkatkan. dan waktu, masing-nya tidak sesuai dengan, dapat digunakan, untuk tujuan, serta, harus ditingkatkan,",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2016,", xml dan json adalah format data yang digunakan pada saat komunikasi data pada web service, xml akan menghasilkan ukuran data yang lebih kecil jika dibandingkan dengan xml. keywords komunikasi data, web service, xml, jsons. keyword komunikasi data, web services, xmljson.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2017,"di perusahaan kontraktor besar, seperti pt. swadaya graha, crane memiliki banyak bagian dan seluruh bagian tersebut harus di cek secara berkala dan tepat untuk menyimpulkan kerusakan yang dialami oleh crane, dan bagian mana yang perlu mendapatkan perawatan, sehingga tidak menimbulkan masalah dan kerugian yang signifikan dalam penggunaan crane. aplikasi sistem pakar ini menghasilkan output berupa kemungkinan kerusakan yang terjadi pada bagian crane berdasarkan hasil rekap visual oleh teknisi area. sistem ini juga menampilkan besarnya prosentase atau kepercayaan pada suatu kerusakan tersebut, dengan menggunakan metode certainty factor. nilai tersebut, jumlah yang tinggi, aplikasi tersebut. ukuran yang tinggi mobilitas tinggi, dan mobilitas",ai
Jurnal COREIT UIN SUSKA (IndoT5 Parafrase),2016,"wfd ini digunakan untuk memetakan aplikasi yang ada di dppka kabupaten bangkinang berdasarkan kategori yaitu dukungan, operasi kunci, strategi dan ancaman, dan untuk melihat kekuatan, kelemahan, peluang dan ancaman yang ada, kinerja bidang-bidang yang memiliki peran dan fungsinya masing-masing telah menjadi mekanisme kerja dinamis. hasil yang dicapai melalui metode analisa tersebut adalah rekomendasi berupa 20 sistem informasi, 10 teknologi informasi dan 4 manajemen siti yang tepat. akan diterapkan selama 5 tahun ke depan oleh dppka kabupaten bangkiang, dengan menggunakan pendekatan yang berbeda dari satu sama lain. - hal-hal ini, dengan cara-hal-hal yang bersangkutan, masing-tempat lain, dan aplikasi, aplikasi yang relevansi,",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2013,"ini memiliki beberapa bagian utama, antara lain boiler, ejector, condensor, dan evaporator, sedangkan bagian-bagian ejector terdiri dari primary nozzle, mixing chamber, throat, dan subsonic diffuser, untuk mengetahui bentuk geometri maksimum yang mempengaruhi entrainment rasio dan cop sistem refrigerasi, oleh karena itu dilakukan penelitian desain dan variasi dari bagian ejectors, untuk melihat apakah sudut 7 menghasilkan nilai entrainment ratio sebesar 0,71 pada tekanan 5 kgcm2 (3). bagian ejectors yang lebih besar, yang lebih efisien, dan bagian, yang berbeda, masing-masing-bagian yang lebih dari bagian yang lebih lanjut, bagian, bagian yang paling banyak bagian yang lain, bagian sonic diffusers yang lebih tinggi.",ai
Jurnal COREIT UIN SUSKA (IndoT5 Parafrase),2015,"ini adalah pengujian empat parameter qos yang digunakan pada layanan sosial media, e-mail, file download dan streaming, yang digunakan untuk mengukur kualitas layanan internet yang mereka dapatkan, dengan menggunakan standar qos etsi. pengujian dilakukan pada jam sibuk antara jam 10. 00 wib dan jam sepi jam 17. berdasarkan hasil pengujian 4 parameter yang digunakan, diperoleh kesimpulan bahwa tiga dari empat parameter uji pada account mahasiswa termasuk dalam kategori buruk dan sedang.",ai
JISKA (Jurnal Informatika Sunan Kalijaga),2016,"perkembangan teknologi informasi yang semakin cepat perlu dibarengi dengan sistem pengamanan dalam pemanfaatanya. salah satu diantaranya adalah keamanan data-data file foto (citra) yang di simpan pada perangkat mobile os android. perangkat mobile sangat berpotensi terjadi kehilangan akibat pencurian atau disalahgunakan oleh pihak lain yang tidak bertanggung jawab, sehingga informasi yang tersimpan didalamnya sangat beresiko untuk diketahui oleh pihak lain. oleh karena itu, untuk mengurangi resiko terbukanya informasi data foto pribadi yang tersimpan di perangkat mobile, diperlukan sebuah upaya mekanisme pengamanan data foto tersebut. mekanisme pengamanan yang dilakukan adalah dengan cara menyimpan data foto tersebut ke dalam format sandi dan jika",human
Jurnal INFOTEL IT Telkom (IndoT5 Parafrase),2017,"ini bertujuan untuk menguji kemampuan pemrosesan citra embedded untuk membantu manusia di berbagai bidang pekerjaan, tetapi tidak semua bidang pekerjaan dapat dikembangkan dengan pengolahan citra karena tidak mendukung penggunaan komputer, sehingga mendorong pengembangan pengolahan citra dengan mikrokontroler atau mikroprosesor khusus. ukuran citra maksimal yang tidak membebani cpu terlalu besar untuk komputasi adalah 256x256 piksel dan general purpose computer adalah 400x300 piksel. dan ukuran citra maksimum yang tidak terlalu besar. cpu untuk penelitian ini adalah 400 x 300 piksel (sbc) (c). s (m) - (g).",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"tahap perencanaan (desain) alat dehydrator bioethanol yang bekerja dengan metode absorbsi menggunakan metode pemisahan lanjut, yaitu dengan metode distilasi azeotrop, pervorasi membran, dan adsorpsi. hasil penelitian menunjukkan bahwa mesin yang dikembangkan ini mampu menghasilkan bahan bakar bioetanol dengan konsentrasi lebih dari 99, yang dikenal sebagai fuel grade ethanol, dengan diameter lebih dari 2 mm. kondensor memiliki diameter 100 mm dan tinggi 600 mm, dan kondensor dengan diameter 600 mm. (2 mm) ( 1 ), dan (3) ) untuk (d) s, (d) (a ) - (b) a. ), dan pengujian (t).",ai
Jurnal Sisfokom ISB Atma Luhur (IndoT5 Parafrase),2015,"di pabrik atau tempat hiburan, tujuan dari penelitian ini adalah untuk memudahkan pengguna atau pengguna untuk menghitung jumlah pengunjung di ruangan atau gedung. simulator ini juga berfungsi sebagai penghitung obyek atau barang pada jalur conveyer pada suatu industri. saran dari hasil percobaan adalah bahwa hanya satu orang yang dapat mendeteksi dan menghitung pengunjung yang masuk dan keluar secara bersamaan. ( 1 ) dari hasil pengujian mesin simulator tersebut, kesimpulannya adalah bahwa setiap orang yang masuk secara bersamaan hanya dapat mendeteksi satu orang, saran dari hasil uji coba adalah bahwa satu orang hanya dapat mengenali satu.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2014,"pada penelitian ini, pengenalan pola dengan klasifikasi massa, jinak, dan ganas dilakukan pada data mammogram dengan ekstraksi ciri menggunakan gabor wavelet, sedangkan testing dengan data testing menunjukkan hasil yang tidak stabil, karena ada diversifikasi besar baik pada ukuran maupun struktur patologis dari mammary. kata kunci ekstraksi ciri, discreate wavelet transformation (dwt), gray level co-occurance matrix (glcm), dan gabung wavelet (gw). - jaringan saraf tiruan - lavenberg marque. jaringan saraf tiruan ( gw) t t s - struktur patologi.",ai
Jurnal TEKNOINFO Teknokrat,2016,"koperasi merupakan badan usaha yang memiliki krakteristik keberpihakan kepada ekonomi kerakyatan. bulan september tahun 2015 kegiatan proses bisnis informasi melalui aplikasi manajemen usaha yang terintegrasi telah diluncurkan oleh pemerintah dengan nama e-koperasi. penerapan e-koperasi di seluruh wilayah indonesia diharapkan secara positif menghasilkan efesiensi dan transparansi pelaporan keuangan koperasi dapat terwujud segera. permasalahannya adalah penerapan e-koperasi memerlukan kesiapan pengguna oleh badan usaha koperasi itu sendiri. tujuan penelitian ini adalah untuk memberikan masukan berupa hasil analisis kesiapan pengguna dengan pendekatan fishbone analysis.kata kunci e-koperasi, analisis fishbone, kesiapan",human
ILKOM Jurnal Ilmiah UMI Makassar (IndoT5 Parafrase),2016,"penelitian ini menggunakan metode abjad, bunyi dan gambar. penelitian ini bertujuan untuk mengetahui pengaruh pembelajaran media interaktif terhadap semangat dan minat membaca anak usia 4-5 tahun. untuk pengujian hasil penelitian berjumlah 20 siswa dan diambil sampel sebanyak 10 siswa untuk tahun pelajaran 20152016. pengamat dilakukan oleh 3 guru dan 1 kepala sekolah sebagai pengamat. dilakukan di sekolah dasar pelita hati.",ai
Jurnal INFOTEL IT Telkom,2014,"presensi mahasiswa merupakan salah satu peran penting dalam kegiatan belajar dan mengajar. sistem presensi melalui simak di st3 telkom memiliki beberapa kekurangan, yaitu memerlukan waktu khusus untuk memanggil mahasiswa satu persatu, juga memiliki celah kecurangan, jika dosen yang bersangkutan tidak mengenali wajah mahasiswa, sehingga ada kemungkinan mahasiswa mengaku sebagai mahasiswa lain. berdasarkan hasil analisa, ditawarkan sebuah inovasi baru untuk sistem presensi menggunakan fingerprint berbasis client server. dalam pembangunan sistem presensi ini menggunakan metode pengembangan sistem waterfall, dbms microsoft access dan visual basic 6.0 sebagai bahasa pemrogramannya. hasil pengujian menunjukkan sistem informasi presensi sudah dapat berjalan dengan baik. output sesuai dengan",human
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2016,", video animasi 3d rumah adat dan alat musik kepulauan riau dengan menggunakan teknik render cel-shading, merupakan video yang bertujuan memperkenalkan alat musik yang berasal dari kepulauan riau, animasi ini akan diimplementasikan dalam 3d maya autodesk, seperti kecepatan dalam merender dan tingkat kecerahan warna pada video. kata kunci animasi, game 3d, cel shading. yang menarik banyak perhatian penonton. - animasi, game 3d, cel-shading. (ea) s (c),",ai
Jurnal COREIT UIN SUSKA,2016,"beasiswa gubernur riau bertujuan meningkatkan kualitas pendidikan yang ada di provinsi riau. penelitian ini ditujukan kepada beasiswa program d3 dan s1, dengan kriteria penilaian seperti status keluarga, penghasilan wali perbulan, jumlah anak dari wali, jumlah saudara menikah, jumlah saudara kandung kuliah dan belum menikah, biaya semester, semester dan ipk. sistem ini merupakan sistem pendukung keputusan (spk) menggunakan fuzzy dengan metode profile matching. fuzzy sebagai nilai kriterianya menutupi kekurangan profile matching menangani data yang bervariatif menjadi kesuatu nilai antara 0 sampai 1, nilai diproses dengan metode profile matching, menghasilkan sebuah perangkingan penerima beasiswa. berdasarkan hasil pengujian spk dari 15 data pemohon",human
Jurnal COREIT UIN SUSKA,2015,"text mining dapat didefinisikan sebagai suatu proses menggali informasi oleh seorang user yang berinteraksi dengan sekumpulan dokumen menggunakan tools analisis yang merupakan komponen- komponen dalam data mining. dalam text mining dikenal beberapa metode untuk klasifikasi teks, salah satunya adalah k-nearest neightbour (knn). knn adalah sebuah metode untuk melakukan klasifikasi terhadap objek berdasarkan data pembelajaran yang jaraknya paling dekat dengan objek tersebut. pada penelitian ini akan dilakukan klasifikasi terhadap dokumen teks menggunakan metode knn berdasarkan winnowing fingerprint. winnowing adalah algoritma yang biasa digunakan untuk mendeteksi kesamaan isi suatu dokumen teks dengan cara memecah kalimat yang ada pada dokumen teks menjadi beberapa",human
EXPLORE (Jurnal Sistem Informasi dan Telematika) UBL (IndoT5 Parafrase),2016,"sms short message service (sms) adalah layanan komunikasi berbasis teks yang paling kuat dalam menyampaikan pesan komunikasi, sedangkan notifikasi pelanggan adalah layanan sms pemberitahuan tentang fungsi layanan yang diterima oleh pelanggan, yang dapat digunakan oleh perusahaan, baik produk maupun jasa, melalui sistem informasi yang dikoneksikan dengan jaringan seluler untuk mengirimkan pesan-pesan melalui media sms. dengan adanya layanan berbasis sms ini, diharapkan dapat membantu kerja dari software house lam dalam memperluas pangsa pasar dan memberikan layanan terbaik kepada pelanggan melalui sms notifikasinya. notifikasi pelanggan akan menjadi lebih efisien.",ai
Sistemasi (Sistem Informasi) UNISI,2017,"keadaan sistem informasi perpustakaan yang ada di universitas islam indragiri sudah menggunakan pemrograman web based akan tetapi anggota perpustakaan belum dapat melihat dan melakukan proses meminjam koleksi buku secara online. aplikasi ini hanya menampilkan informasi aturan simulasi perpustakaan secara umum. sehingga perlu dilakuka analisa dan desain sistem informasi perpustakaan yang sesuai dengan misi perpustakaan unisi, yaitu memberikan pelayanan maksimal kepada pengguna perpustakaan, baik pengguna internal maupun eksternal perpustakaan, dengan memberikan pelayanan secara online sehingga koleksi yang ada pada perpustakaan dapat diakses kapan saja dan dimana saja tanpa terpengaruh jarak, ruang dan waktu yaitu dengan memanfaatkan teknologi jaringan internet, maka tujuan",human
JUSIFO UIN Raden Fatah (IndoT5 Parafrase),2017,"remco - sistem informasi distribusi karet berbasis web dibangun dengan menggunakan php dan mysql sebagai basis datanya dan tools phpmyadmin dan metode yang digunakan adalah metode model rapid application development (rad), untuk mengatasi hambatan yang sudah sering terjadi terkait ketidak-mampuan untuk menyediakan informasi yang dibutuhkan secara cepat, akurat dan tepat waktu. dan untuk laporan kepada pimpinanmanager yang bersangkutan.",ai
ILKOM Jurnal Ilmiah UMI Makassar,2017,"indonesia merupakan negara yang terdiri dari banyak suku dan adat istiadat. keragaman budaya di indonesia juga dapat dilihat dari kerajinan tenun seperti songket dari daerah sumatra, ulos dari daerah batak, dan kain lurik dari daerah jawa tengah. kain lurik dibuat dengan motif bergaris-garis atau kotak-kotak tetapi memiliki pola yang bermacam-macam dan sulit dibedakan antara satu pola dengan yang lainnya. dalam penelitian ini, pengenalan pola dilakukan dengan membangun jaringan syaraf tiruan dengan metode learning vector quantization (lvq). proses dekomposisi yang digunakan untuk ekstraksi ciri suatu citra ini digunakan metode discrete wavelet transform (dwt). hasil penelitian menunjukan bahwa jaringan syaraf tiruan untuk",human
Jurnal Tekno Kompak TEKNOKRAT (IndoT5 Parafrase),2017,"di indonesia, jumlah aset tetap yang dimiliki oleh kopkar bina khatulistiwa cukup banyak dan beragam, karyawan bagian pembukuan dapat memproses data penyusutan pada aktiva tetap dengan menggunakan aplikasi terkomputerisasi, yang akan menghasilkan laporan penyusutan yang dibutuhkan oleh pengguna, selain itu laporan tersebut tidak disajikan berdasarkan aturan laporan yang baik. ( 1 ) dengan menggunakan aplikasi komputerisasi, karyawan bagian pembukuan memiliki kemampuan untuk menilai penyertaan aset tetap sebagai oposional dan aset perusahaan yang mengeluarkan biaya. dan sebagai aset yang dikeluarkan oleh perusahaan.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2016,"tujuan utama penelitian ini adalah untuk meningkatkan peforma klasifikasi pada diagnosis kanker payudara dengan menerapkan seleksi fitur pada beberapa algoritme klasifikasi. penelitian ini menggunakan database kanker payudara wisconsin breast cancer database (wbcd). metode seleksi fitur f-score dan rough set akan dipasangkan dengan beberapa algoritme klasifikasi yaitu smo (sequential minimal optimization), naive bayes, multi layer perceptron, dan c4.5. penelitian ini menggunakan 10 fold cross validation sebagai metode evaluasi. hasil penelitian menunjukkan algoritme klasifikasi mlp dan c4.5 mengalami peningkatan peforma klasifikasi secara signifikan setelah dipasangkan dengan seleksi fitur rough set dan f-score, naive bayes menunjukan peforma terbaik ketika dipasangkan dengan metode seleksi",human
JUSIFO UIN Raden Fatah,2017,"penggunaan buku sebagai latihan tes potensi akademik dan pengetahuan umum mempunyai banyak kekurangan, beberapa diantaranya yaitu buku mudah kotor, dapat sobek dan hilang serta soal-soal yang tidak up-to-date. maka, diperlukan adanya sebuah perangkat lunak yang dapat membantu dalam pelaksanaan latihan tes. perangkat lunak yang dibangun berbasis web menggunakan metode pengembangan sistem web engineering dan framework codeigniter sebagai framework untuk membangun website yang dinamis sehingga memudahkan pengguna dalam melakukan tes potensi akademik dan pengetahuan umum. perangkat lunak yang dibangun menyediakan berbagai macam soal tes potensi akademik dan pengetahuan umum, pelaksanaan tes menampilkan waktu yang berjalan (timer), dapat mengelola soal, tersedia informasi",human
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2017,"di dalam pengolahan citra, perbaikan kontras yang pada dasarnya biasa digunakan untuk memunculkan bagian-bagian yang tidak terlihat (hidden feature) pada citra, hasil citra dari rontgen yang tidak selalu memiliki kualitas citra yang baik, seperti halnya hasil citra x-ray yang terlalu gelap atau ada bagian tulang yang terlihat samar, menjelaskan bahwa metode contrast limited adaptive histogram equalization lebih baik dibandingkan dengan metode histrogram equalisasi dan metode adaptive histogram equalization adalah lebih baik daripada metode adaptif error - teknik peningkatan citra ini menunjukkan bahwa.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2015,proses bisnis merupakan suatu alur proses yang mendukung aktivitas pada suatu perusahaan dalam menjalankan usahanya. sebuah perusahaan dengan skala multinasional pasti akan mempunyai model proses bisnis yang beragam tidak hanya ratusan tapi bahkan sampai ribuan bisnis proses. beragam proses bisnis ini digunakan untuk mendukung enterprice resource planning (erp). dengan adanya variasi ini maka perlu dilakukan pengukuran model proses bisnis tersebut agar dapat meminimalisir duplikasi proses bisnis tersebut. salah satu cara yang digunakan untuk mengukur proses bisnis tersebut adalah dengan mengukur similaritasnya. pada penelitian ini akan dilakukan pengukuran similaritas dari struktur model proses bisnis untuk dua kasus yang berbeda. pada similaritas,human
